vehicle_id,timestamp,speed_kmh,battery_pct,motor_temp_c,lat,lon,fault_code
FP-0037,2026-06-11T10:13:55.000Z,52.3,9.14,70.6,-37.9932,,F-BAT-LOW
FP-0038,2026-06-11T10:13:55.000Z,67.5,24.98,78.7,-37.586644,145.214673,
FP-0039,2026-06-11T10:13:55.000Z,44.8,22.85,72.8,-37.230458,145.125336,
FP-0040,2026-06-11T10:13:55.000Z,0.0,29.07,40.7,-37.759045,144.892693,
FP-0041,2026-06-11T10:13:55.000Z,61.1,30.27,48.8,-37.753313,144.289157,
FP-0042,2026-06-11T10:13:55.000Z,37.0,19.88,53.6,-37.856134,144.572596,
FP-0043,2026-06-11T10:13:55.000Z,0.0,40.31,54.3,-38.045879,145.599074,
FP-0044,2026-06-11T10:13:55.000Z,0.0,18.93,51.4,-37.612579,145.274539,
FP-0045,2026-06-11T10:13:55.000Z,46.7,45.32,45.4,-37.791973,144.916608,
FP-0046,2026-06-11T10:13:55.000Z,63.4,44.72,59.6,-37.649191,145.486686,
FP-0047,2026-06-11T10:13:55.000Z,69.9,45.96,50.0,-38.054507,144.748061,
FP-0048,2026-06-11T10:13:55.000Z,56.2,24.59,61.5,-37.56017,145.232613,
FP-0049,2026-06-11T10:13:55.000Z,19.6,48.37,58.5,-37.908108,144.872926,
FP-0001,2026-06-11T10:14:00.000Z,0.0,28.93,74.7,-37.866713,145.244744,
FP-0002,2026-06-11T10:14:00.000Z,,,60.1,-37.654614,144.589878,
FP-0003,2026-06-11T10:14:00.000Z,37.9,23.88,36.9,-38.027592,144.477057,
FP-0004,2026-06-11T10:14:00.000Z,39.1,21.21,79.9,-37.899129,144.507128,
FP-0005,2026-06-11T10:14:00.000Z,31.8,32.75,50.1,-38.201,144.935986,
FP-0006,2026-06-11T10:14:00.000Z,50.4,38.39,33.1,-37.732058,144.37357,F-GPS-DRIFT
FP-0007,2026-06-11T10:14:00.000Z,40.9,27.25,58.3,-37.509189,144.603179,
FP-0008,2026-06-11T10:14:00.000Z,29.2,47.73,73.7,-37.977233,145.152762,
FP-0009,2026-06-11T10:14:00.000Z,46.8,32.74,,-37.641094,,
FP-0010,2026-06-11T10:14:00.000Z,40.6,41.82,90.7,-37.745753,144.658172,
FP-0011,2026-06-11T10:14:00.000Z,65.5,22.69,72.9,-37.646025,145.188456,
FP-0012,2026-06-11T10:14:00.000Z,48.6,46.87,61.8,-38.04225,145.07456,
FP-0014,2026-06-11T10:14:00.000Z,64.7,30.37,47.2,-37.736176,145.100622,
FP-0015,2026-06-11T10:14:00.000Z,50.9,8.45,67.2,-37.775895,144.472455,F-BAT-LOW
FP-0016,2026-06-11T10:14:00.000Z,75.2,33.14,103.0,-37.614603,144.949767,F-MOT-TEMP
FP-0017,2026-06-11T10:14:00.000Z,86.8,30.13,58.3,-38.076355,144.643802,
FP-0019,2026-06-11T10:14:00.000Z,21.1,36.77,67.1,-37.316924,144.783606,
FP-0020,2026-06-11T10:14:00.000Z,67.1,19.61,69.2,-37.879349,144.577874,
FP-0021,2026-06-11T10:14:00.000Z,5.5,11.68,61.8,-37.696996,144.839407,
FP-0022,2026-06-11T10:14:00.000Z,46.8,30.23,57.8,-37.407187,145.080094,
FP-0023,2026-06-11T10:14:00.000Z,0.0,32.48,69.8,-37.564847,145.591196,
FP-0026,2026-06-11T10:14:00.000Z,33.1,30.84,42.9,-37.587842,145.28649,
FP-0027,2026-06-11T10:14:00.000Z,12.1,29.66,55.3,-37.97654,144.954853,
FP-0028,2026-06-11T10:14:00.000Z,40.7,31.71,46.6,-37.545101,145.145339,
FP-0029,2026-06-11T10:14:00.000Z,27.5,38.36,37.0,-37.980511,145.188334,
FP-0030,2026-06-11T10:14:00.000Z,49.6,24.18,51.5,-38.025565,145.124237,
FP-0031,2026-06-11T10:14:00.000Z,0.0,36.97,18.3,-37.969139,144.720444,
FP-0032,2026-06-11T10:14:00.000Z,42.6,19.41,61.0,-37.644589,145.490429,
FP-0033,2026-06-11T10:14:00.000Z,20.9,32.66,40.6,-37.347168,145.233964,
FP-0034,2026-06-11T10:14:00.000Z,46.6,3.05,70.3,-38.161094,144.964531,F-BAT-LOW
FP-0035,2026-06-11T10:14:00.000Z,21.2,48.24,20.9,-37.971934,144.782028,
FP-0036,2026-06-11T10:14:00.000Z,21.3,34.11,54.3,-37.777866,144.383498,
FP-0037,2026-06-11T10:14:00.000Z,57.0,9.11,70.5,-37.993471,144.879147,F-BAT-LOW
FP-0038,2026-06-11T10:14:00.000Z,62.7,24.94,78.9,-37.587082,145.213852,
FP-0039,2026-06-11T10:14:00.000Z,48.1,22.83,72.8,-37.231017,145.125058,
FP-0040,2026-06-11T10:14:00.000Z,0.0,29.21,40.5,-37.759045,144.892693,
FP-0041,2026-06-11T10:14:00.000Z,53.2,30.24,49.0,-37.752742,144.289591,
FP-0042,2026-06-11T10:14:00.000Z,31.0,19.86,53.4,-37.856387,144.572968,
FP-0043,2026-06-11T10:14:00.000Z,0.0,40.31,53.9,-38.045879,145.599074,
FP-0044,2026-06-11T10:14:00.000Z,0.0,18.93,51.0,-37.612579,145.274539,
FP-0045,2026-06-11T10:14:00.000Z,50.5,45.29,45.7,-37.792048,144.917403,
FP-0046,2026-06-11T10:14:00.000Z,58.6,44.69,59.6,-37.648579,145.486175,
FP-0047,2026-06-11T10:14:00.000Z,59.4,,50.2,-38.055171,144.747638,
FP-0048,2026-06-11T10:14:00.000Z,56.5,24.56,61.7,-37.559632,145.232033,
FP-0049,2026-06-11T10:14:00.000Z,37.1,48.35,58.1,,144.872493,
FP-0001,2026-06-11T10:14:05.000Z,0.0,28.93,74.1,-37.866713,145.244744,
FP-0002,2026-06-11T10:14:05.000Z,0.0,20.59,59.6,-37.654614,144.589878,
FP-0003,2026-06-11T10:14:05.000Z,43.2,23.85,37.3,,144.476391,
FP-0004,2026-06-11T10:14:05.000Z,44.9,21.18,80.3,-37.899068,144.50642,
FP-0005,2026-06-11T10:14:05.000Z,27.7,32.74,50.0,-38.201175,144.936368,
FP-0006,2026-06-11T10:14:05.000Z,55.6,38.36,33.7,-37.732318,144.374386,
FP-0007,2026-06-11T10:14:05.000Z,31.1,27.23,58.0,-37.509283,144.603654,
FP-0008,2026-06-11T10:14:05.000Z,27.0,47.72,73.3,-37.977101,145.153156,
FP-0009,2026-06-11T10:14:05.000Z,58.0,32.71,48.9,-37.641818,145.189219,
FP-0010,2026-06-11T10:14:05.000Z,48.8,41.8,90.9,-37.746269,144.658584,
FP-0011,2026-06-11T10:14:05.000Z,60.2,22.66,72.9,-37.645279,145.188326,
FP-0012,2026-06-11T10:14:05.000Z,52.0,46.84,61.5,-38.042087,145.07376,
FP-0014,2026-06-11T10:14:05.000Z,58.6,30.34,47.5,-37.735937,145.101498,
FP-0015,2026-06-11T10:14:05.000Z,53.7,8.42,67.2,-37.775574,144.473201,F-BAT-LOW
FP-0016,2026-06-11T10:14:05.000Z,76.6,33.1,103.5,-37.615004,144.948667,F-MOT-TEMP
FP-0017,2026-06-11T10:14:05.000Z,81.5,30.08,58.4,-38.075384,144.643405,
FP-0019,2026-06-11T10:14:05.000Z,23.7,36.75,67.0,-37.317016,144.783961,
FP-0020,2026-06-11T10:14:05.000Z,75.2,19.57,69.5,-37.878928,144.576808,
FP-0021,2026-06-11T10:14:05.000Z,0.0,11.68,61.2,-37.696996,144.839407,
FP-0022,2026-06-11T10:14:05.000Z,40.3,30.21,57.9,-37.407288,145.080716,
FP-0023,2026-06-11T10:14:05.000Z,0.0,32.48,69.3,-37.564847,145.591196,
FP-0026,2026-06-11T10:14:05.000Z,44.4,30.82,43.0,-37.587465,145.287005,
FP-0027,2026-06-11T10:14:05.000Z,8.7,29.66,55.0,-37.976609,144.95496,
FP-0028,2026-06-11T10:14:05.000Z,40.0,31.69,46.7,-37.545546,145.145625,
FP-0029,2026-06-11T10:14:05.000Z,13.0,38.35,36.8,-37.980532,145.188538,
FP-0030,2026-06-11T10:14:05.000Z,,,51.5,-38.026153,145.123734,
FP-0031,2026-06-11T10:14:05.000Z,0.0,36.96,18.2,-37.969139,144.720444,
FP-0032,2026-06-11T10:14:05.000Z,35.5,19.39,60.8,-37.644864,145.489988,
FP-0033,2026-06-11T10:14:05.000Z,27.0,32.65,40.4,-37.346909,145.234238,
FP-0034,2026-06-11T10:14:05.000Z,56.1,3.02,70.4,-38.160402,144.964381,F-BAT-LOW
FP-0035,2026-06-11T10:14:05.000Z,29.5,48.23,21.0,-37.972279,144.781864,
FP-0036,2026-06-11T10:14:05.000Z,16.8,34.1,54.3,-37.777657,144.383522,
FP-0037,2026-06-11T10:14:05.000Z,0.0,9.25,70.0,-37.993471,144.879147,F-BAT-LOW
FP-0038,2026-06-11T10:14:05.000Z,56.3,24.91,79.0,-37.587395,145.213055,
FP-0039,2026-06-11T10:14:05.000Z,29.0,22.81,72.6,-37.231378,145.125001,
FP-0040,2026-06-11T10:14:05.000Z,0.0,29.35,40.3,-37.759045,144.892693,
FP-0041,2026-06-11T10:14:05.000Z,49.1,30.21,49.0,-37.752226,144.290011,
FP-0042,2026-06-11T10:14:05.000Z,15.9,19.85,53.4,-37.856477,144.573192,
FP-0043,2026-06-11T10:14:05.000Z,0.0,40.31,53.5,-38.045879,145.599074,
FP-0044,2026-06-11T10:14:05.000Z,0.0,18.93,50.6,-37.612579,145.274539,
FP-0045,2026-06-11T10:14:05.000Z,46.6,45.27,46.0,-37.792114,144.918136,
FP-0046,2026-06-11T10:14:05.000Z,72.1,44.65,60.1,-37.647821,145.485557,
FP-0047,2026-06-11T10:14:05.000Z,54.8,45.9,50.2,-38.055648,144.747012,
FP-0048,2026-06-11T10:14:05.000Z,55.0,24.53,62.0,-37.559162,145.2314,
FP-0049,2026-06-11T10:14:05.000Z,47.6,48.32,58.0,-37.907369,144.871966,
FP-0001,2026-06-11T10:14:10.000Z,0.0,28.93,73.5,-37.866713,145.244744,
FP-0002,2026-06-11T10:14:10.000Z,0.0,20.59,238.8,-37.654614,144.589878,
FP-0003,2026-06-11T10:14:10.000Z,43.1,23.83,37.9,-38.027885,144.475738,
FP-0004,2026-06-11T10:14:10.000Z,37.6,21.16,80.4,-37.899143,144.505832,
FP-0005,2026-06-11T10:14:10.000Z,31.8,32.72,50.1,-38.20129,144.936853,
FP-0006,2026-06-11T10:14:10.000Z,52.4,38.33,34.1,-37.73257,144.375151,
FP-0007,2026-06-11T10:14:10.000Z,43.4,27.21,238.4,-37.509421,144.604316,
FP-0008,2026-06-11T10:14:10.000Z,22.2,47.7,73.1,-37.977021,145.153492,
FP-0009,2026-06-11T10:14:10.000Z,37.6,32.69,49.0,-37.642288,145.189259,
FP-0010,2026-06-11T10:14:10.000Z,39.1,41.78,90.8,-37.746678,144.658922,
FP-0011,2026-06-11T10:14:10.000Z,51.3,22.63,72.7,-37.64469,145.188002,
FP-0012,2026-06-11T10:14:10.000Z,57.3,46.81,61.6,-38.041852,145.072899,
FP-0014,2026-06-11T10:14:10.000Z,42.0,30.32,47.6,-37.735801,145.102139,
FP-0015,2026-06-11T10:14:10.000Z,52.7,8.39,66.9,-37.775242,144.473922,F-BAT-LOW
FP-0016,2026-06-11T10:14:10.000Z,75.4,33.06,104.4,-37.615308,144.947541,F-MOT-TEMP
FP-0017,2026-06-11T10:14:10.000Z,73.2,30.04,,-38.074496,144.643122,
FP-0019,2026-06-11T10:14:10.000Z,12.8,36.74,66.7,-37.317059,144.784155,
FP-0020,2026-06-11T10:14:10.000Z,69.5,19.54,,-37.878616,,
FP-0021,2026-06-11T10:14:10.000Z,0.0,11.68,60.8,-37.696996,144.839407,
FP-0022,2026-06-11T10:14:10.000Z,39.5,30.19,58.0,-37.407266,145.081338,
FP-0023,2026-06-11T10:14:10.000Z,0.0,32.48,68.8,-37.564847,145.591196,
FP-0026,2026-06-11T10:14:10.000Z,41.9,30.8,43.1,-37.58711,145.287491,
FP-0027,2026-06-11T10:14:10.000Z,12.2,29.65,54.6,-37.976691,144.955124,
FP-0028,2026-06-11T10:14:10.000Z,48.6,31.66,46.9,-37.546062,145.146033,
FP-0029,2026-06-11T10:14:10.000Z,0.0,38.35,36.5,-37.980532,145.188538,
FP-0030,2026-06-11T10:14:10.000Z,44.1,24.13,51.4,-38.026607,145.123336,
FP-0031,2026-06-11T10:14:10.000Z,0.0,36.96,18.2,-37.969139,144.720444,
FP-0032,2026-06-11T10:14:10.000Z,33.8,19.37,60.5,-37.645146,145.489591,
FP-0033,2026-06-11T10:14:10.000Z,26.0,32.63,40.2,-37.346673,145.234521,
FP-0034,2026-06-11T10:14:10.000Z,70.6,2.98,70.3,-38.159523,144.964278,F-BAT-LOW
FP-0035,2026-06-11T10:14:10.000Z,15.0,48.22,21.0,-37.972455,144.781783,
FP-0036,2026-06-11T10:14:10.000Z,18.9,34.09,54.2,-37.777425,144.383583,
FP-0037,2026-06-11T10:14:10.000Z,0.0,9.39,69.5,-37.993471,144.879147,F-BAT-LOW
FP-0038,2026-06-11T10:14:10.000Z,69.5,24.88,79.1,-37.587673,145.212015,
FP-0039,2026-06-11T10:14:10.000Z,35.7,22.79,72.5,-37.231821,145.124937,
FP-0040,2026-06-11T10:14:10.000Z,0.0,29.49,40.1,-37.759045,144.892693,
FP-0041,2026-06-11T10:14:10.000Z,58.7,30.18,49.2,-37.75163,144.290554,
FP-0042,2026-06-11T10:14:10.000Z,19.3,19.84,53.4,-37.856613,144.573446,
FP-0043,2026-06-11T10:14:10.000Z,0.0,40.31,53.1,-38.045879,145.599074,
FP-0044,2026-06-11T10:14:10.000Z,0.0,18.93,50.2,-37.612579,145.274539,
FP-0045,2026-06-11T10:14:10.000Z,45.0,45.25,46.3,-37.792227,144.918833,
FP-0046,2026-06-11T10:14:10.000Z,66.1,44.62,60.5,-37.64711,145.485022,
FP-0047,2026-06-11T10:14:10.000Z,59.9,45.87,50.6,-38.056092,144.746245,
FP-0048,2026-06-11T10:14:10.000Z,60.3,24.5,,,145.230729,
FP-0049,2026-06-11T10:14:10.000Z,29.3,48.31,57.7,-37.907141,144.871602,
FP-0001,2026-06-11T10:14:15.000Z,0.0,28.93,72.9,-37.866713,145.244744,
FP-0002,2026-06-11T10:14:15.000Z,0.0,20.59,58.5,-37.654614,144.589878,
FP-0003,2026-06-11T10:14:15.000Z,53.3,23.8,38.3,-38.028018,144.474908,
FP-0004,2026-06-11T10:14:15.000Z,42.1,21.14,224.5,-37.899181,144.505166,
FP-0005,2026-06-11T10:14:15.000Z,28.9,32.7,49.9,-38.201344,144.937307,
FP-0006,2026-06-11T10:14:15.000Z,52.0,38.3,34.7,-37.732945,144.375823,
FP-0007,2026-06-11T10:14:15.000Z,39.1,27.19,58.2,-37.509579,144.604899,
FP-0008,2026-06-11T10:14:15.000Z,18.1,47.69,73.0,-37.976887,145.153723,
FP-0009,2026-06-11T10:14:15.000Z,30.4,32.67,48.9,-37.642668,145.189228,
FP-0010,2026-06-11T10:14:15.000Z,39.8,41.75,90.7,-37.7471,144.659256,
FP-0011,2026-06-11T10:14:15.000Z,49.6,22.6,72.7,-37.644127,145.187673,
FP-0011,2026-06-11T10:14:15.000Z,49.6,22.6,72.7,-37.644127,145.187673,
FP-0012,2026-06-11T10:14:15.000Z,47.3,46.79,61.6,-38.041613,145.072211,
FP-0014,2026-06-11T10:14:15.000Z,31.6,30.3,47.4,-37.735759,145.102636,
FP-0015,2026-06-11T10:14:15.000Z,54.8,,66.9,-37.774737,144.474508,F-BAT-LOW
FP-0016,2026-06-11T10:14:15.000Z,88.6,33.02,105.3,-37.615473,144.946157,F-MOT-TEMP
FP-0017,2026-06-11T10:14:15.000Z,81.5,30.0,59.0,-38.073535,144.642687,
FP-0019,2026-06-11T10:14:15.000Z,20.5,36.73,66.8,-37.317128,144.784466,
FP-0020,2026-06-11T10:14:15.000Z,75.0,19.5,70.1,-37.878268,144.574676,
FP-0021,2026-06-11T10:14:15.000Z,0.0,11.68,60.1,-37.696996,144.839407,
FP-0022,2026-06-11T10:14:15.000Z,48.6,30.16,57.9,-37.407135,145.082086,
FP-0023,2026-06-11T10:14:15.000Z,0.0,32.48,68.3,-37.564847,145.591196,
FP-0026,2026-06-11T10:14:15.000Z,39.3,30.77,43.1,-37.586784,145.287955,
FP-0027,2026-06-11T10:14:15.000Z,28.6,29.63,54.6,-37.976916,144.955478,
FP-0028,2026-06-11T10:14:15.000Z,35.2,31.65,46.9,-37.546428,145.146341,
FP-0029,2026-06-11T10:14:15.000Z,-9999,38.35,36.2,-37.980532,145.188538,
FP-0030,2026-06-11T10:14:15.000Z,39.8,24.11,51.4,-38.027083,145.123148,
FP-0031,2026-06-11T10:14:15.000Z,0.0,36.96,18.1,-37.969139,144.720444,
FP-0032,2026-06-11T10:14:15.000Z,27.3,19.36,60.2,-37.645333,145.48923,
FP-0033,2026-06-11T10:14:15.000Z,20.8,32.62,40.6,-37.346472,145.234729,
FP-0034,2026-06-11T10:14:15.000Z,64.8,2.95,70.6,-38.158717,144.964388,F-BAT-LOW
FP-0035,2026-06-11T10:14:15.000Z,6.4,48.21,20.9,-37.972525,144.781731,
FP-0036,2026-06-11T10:14:15.000Z,20.8,34.08,54.2,-37.777165,144.383598,
FP-0037,2026-06-11T10:14:15.000Z,0.0,9.53,69.1,-37.993471,144.879147,F-BAT-LOW
FP-0038,2026-06-11T10:14:15.000Z,45.1,24.85,79.0,-37.58785,145.211339,
FP-0039,2026-06-11T10:14:15.000Z,30.9,22.77,72.3,-37.232206,145.124892,
FP-0040,2026-06-11T10:14:15.000Z,0.0,29.63,39.9,-37.759045,144.892693,
FP-0041,2026-06-11T10:14:15.000Z,66.1,30.14,49.5,-37.75106,144.291312,
FP-0042,2026-06-11T10:14:15.000Z,20.5,19.83,52.9,-37.856787,144.573685,
FP-0043,2026-06-11T10:14:15.000Z,0.0,40.31,52.7,-38.045879,145.599074,
FP-0044,2026-06-11T10:14:15.000Z,0.0,18.93,49.9,-37.612579,145.274539,
FP-0045,2026-06-11T10:14:15.000Z,39.6,45.22,46.3,-37.792447,144.919395,
FP-0045,2026-06-11T10:14:15.000Z,39.6,45.22,46.3,-37.792447,144.919395,
FP-0046,2026-06-11T10:14:15.000Z,72.7,44.58,60.6,-37.646263,145.484605,
FP-0047,2026-06-11T10:14:15.000Z,45.7,45.84,50.5,-38.056373,144.745613,
FP-0048,2026-06-11T10:14:15.000Z,58.5,24.46,62.3,-37.55803,145.230193,
FP-0049,2026-06-11T10:14:15.000Z,39.1,48.29,57.6,-37.90679,144.87117,
FP-0001,2026-06-11T10:14:20.000Z,0.0,28.93,72.3,-37.866713,145.244744,
FP-0002,2026-06-11T10:14:20.000Z,0.0,20.58,58.0,-37.654614,144.589878,
FP-0003,2026-06-11T10:14:20.000Z,49.2,23.77,38.6,-38.028235,144.474177,
FP-0004,2026-06-11T10:14:20.000Z,29.9,21.12,80.5,-37.899111,144.504701,
FP-0005,2026-06-11T10:14:20.000Z,28.1,32.69,49.8,-38.201412,144.937746,
FP-0006,2026-06-11T10:14:20.000Z,50.1,38.28,35.0,-37.733275,144.376498,
FP-0007,2026-06-11T10:14:20.000Z,34.2,27.17,58.2,-37.509718,144.605409,
FP-0008,2026-06-11T10:14:20.000Z,27.0,47.68,72.8,-37.97669,145.154072,
FP-0009,2026-06-11T10:14:20.000Z,38.4,32.65,48.9,-37.643142,145.189133,
FP-0010,2026-06-11T10:14:20.000Z,40.1,41.73,90.5,-37.74754,144.65956,
FP-0011,2026-06-11T10:14:20.000Z,35.7,22.58,72.3,-37.643738,145.187396,
FP-0012,2026-06-11T10:14:20.000Z,36.0,46.77,61.6,-38.041428,145.071689,
FP-0014,2026-06-11T10:14:20.000Z,31.9,30.28,47.2,-37.735741,145.103141,
FP-0015,2026-06-11T10:14:20.000Z,44.3,8.34,66.8,-37.774322,144.474975,F-BAT-LOW
FP-0016,2026-06-11T10:14:20.000Z,92.0,32.97,106.5,-37.61566,144.944723,F-MOT-TEMP
FP-0017,2026-06-11T10:14:20.000Z,72.6,29.96,59.5,-38.07271,144.642204,
FP-0019,2026-06-11T10:14:20.000Z,21.4,36.72,66.2,-37.317174,144.784798,
FP-0020,2026-06-11T10:14:20.000Z,81.8,19.45,70.4,-37.877728,144.573575,
FP-0021,2026-06-11T10:14:20.000Z,9.3,11.67,59.9,-37.697099,144.839476,
FP-0022,2026-06-11T10:14:20.000Z,,30.13,57.9,-37.407009,,
FP-0023,2026-06-11T10:14:20.000Z,0.0,32.48,67.7,-37.564847,145.591196,
FP-0026,2026-06-11T10:14:20.000Z,41.7,30.75,43.2,-37.586396,145.288396,
FP-0027,2026-06-11T10:14:20.000Z,33.0,29.61,54.4,-37.97721,144.955845,
FP-0028,2026-06-11T10:14:20.000Z,28.4,31.63,46.7,-37.546712,145.14661,
FP-0029,2026-06-11T10:14:20.000Z,8.4,38.34,35.9,-37.980592,145.188648,
FP-0030,2026-06-11T10:14:20.000Z,37.6,24.09,,,145.122958,
FP-0031,2026-06-11T10:14:20.000Z,0.0,36.96,18.1,-37.969139,144.720444,
FP-0032,2026-06-11T10:14:20.000Z,30.7,19.34,60.3,-37.645574,145.488852,
FP-0033,2026-06-11T10:14:20.000Z,25.4,32.61,40.6,-37.346236,145.234996,
FP-0034,2026-06-11T10:14:20.000Z,69.6,2.91,70.9,-38.157847,144.964427,F-BAT-LOW
FP-0035,2026-06-11T10:14:20.000Z,19.2,48.2,21.2,-37.972722,144.781557,
FP-0036,2026-06-11T10:14:20.000Z,14.5,34.07,,-37.777001,144.383696,
FP-0037,2026-06-11T10:14:20.000Z,0.0,9.67,68.6,-37.993471,144.879147,F-BAT-LOW
FP-0038,2026-06-11T10:14:20.000Z,45.6,24.83,78.7,-37.58808,145.210681,
FP-0039,2026-06-11T10:14:20.000Z,42.1,22.75,72.0,-37.23273,145.124959,
FP-0040,2026-06-11T10:14:20.000Z,0.0,29.77,39.7,-37.759045,144.892693,
FP-0041,2026-06-11T10:14:20.000Z,60.5,30.11,49.6,-37.750579,144.292051,
FP-0042,2026-06-11T10:14:20.000Z,16.9,19.82,52.6,-37.85691,144.573904,
FP-0043,2026-06-11T10:14:20.000Z,0.0,40.31,52.3,-38.045879,145.599074,
FP-0044,2026-06-11T10:14:20.000Z,0.0,18.93,49.5,-37.612579,145.274539,
FP-0045,2026-06-11T10:14:20.000Z,46.9,45.2,46.3,-37.792752,144.920029,
FP-0046,2026-06-11T10:14:20.000Z,66.2,44.54,61.0,-37.645585,145.484003,
FP-0047,2026-06-11T10:14:20.000Z,32.6,45.82,50.6,-38.056585,144.745171,
FP-0048,2026-06-11T10:14:20.000Z,56.2,24.43,62.2,-37.557473,145.229652,
FP-0049,2026-06-11T10:14:20.000Z,49.7,48.26,57.6,-37.906358,144.870602,
FP-0001,2026-06-11T10:14:25.000Z,0.0,28.92,71.7,-37.866713,145.244744,
FP-0002,2026-06-11T10:14:25.000Z,0.0,20.58,57.5,-37.654614,144.589878,
FP-0003,2026-06-11T10:14:25.000Z,41.0,23.75,38.6,-38.028455,144.47359,
FP-0004,2026-06-11T10:14:25.000Z,,21.1,80.8,-37.899198,144.504104,
FP-0005,2026-06-11T10:14:25.000Z,30.4,32.67,49.6,-38.201504,144.938215,
FP-0006,2026-06-11T10:14:25.000Z,40.1,38.25,35.2,-37.733493,144.377069,
FP-0007,2026-06-11T10:14:25.000Z,43.9,27.14,58.5,-37.509968,144.606025,
FP-0008,2026-06-11T10:14:25.000Z,16.0,47.67,72.6,-37.976558,145.154263,
FP-0009,2026-06-11T10:14:25.000Z,56.7,32.62,49.2,-37.643819,145.188867,
FP-0010,2026-06-11T10:14:25.000Z,30.0,41.72,90.3,-37.747886,144.659744,
FP-0011,2026-06-11T10:14:25.000Z,39.4,22.56,72.0,-37.643309,145.187089,
FP-0012,2026-06-11T10:14:25.000Z,50.2,46.74,61.9,-38.041107,145.071005,
FP-0014,2026-06-11T10:14:25.000Z,29.3,30.27,46.9,-37.735672,145.103596,
FP-0015,2026-06-11T10:14:25.000Z,45.9,8.32,66.7,-37.773849,144.475387,F-BAT-LOW
FP-0016,2026-06-11T10:14:25.000Z,64.5,32.94,107.1,-37.615718,144.943707,F-MOT-TEMP
FP-0017,2026-06-11T10:14:25.000Z,72.7,29.92,59.8,-38.071815,144.641997,
FP-0019,2026-06-11T10:14:25.000Z,30.3,,66.2,-37.317261,,
FP-0020,2026-06-11T10:14:25.000Z,70.9,19.42,70.9,-37.877155,144.572716,
FP-0021,2026-06-11T10:14:25.000Z,19.1,11.66,59.7,-37.697325,144.839576,
FP-0022,2026-06-11T10:14:25.000Z,46.3,30.11,58.2,-37.406828,145.083669,
FP-0023,2026-06-11T10:14:25.000Z,0.0,32.47,67.2,-37.564847,145.591196,
FP-0026,2026-06-11T10:14:25.000Z,53.2,30.72,43.1,-37.58594,145.289008,
FP-0027,2026-06-11T10:14:25.000Z,33.2,29.59,54.4,-37.977522,144.956193,
FP-0028,2026-06-11T10:14:25.000Z,15.2,31.63,46.4,-37.546712,145.14661,
FP-0029,2026-06-11T10:14:25.000Z,24.1,38.33,36.1,-37.980797,145.188928,
FP-0030,2026-06-11T10:14:25.000Z,47.0,24.06,51.4,-38.028052,145.122617,
FP-0031,2026-06-11T10:14:25.000Z,0.0,36.96,208.3,-37.969139,144.720444,
FP-0032,2026-06-11T10:14:25.000Z,23.6,19.33,60.0,-37.645796,145.488606,
FP-0033,2026-06-11T10:14:25.000Z,25.3,32.59,40.7,-37.346001,145.235262,
FP-0034,2026-06-11T10:14:25.000Z,55.6,2.88,70.7,-38.157159,144.964562,F-BAT-LOW
FP-0035,2026-06-11T10:14:25.000Z,26.2,48.19,21.6,-37.973031,144.781416,
FP-0036,2026-06-11T10:14:25.000Z,-67.4,34.06,53.8,-37.776695,144.383833,
FP-0037,2026-06-11T10:14:25.000Z,0.0,9.81,68.2,-37.993471,144.879147,F-BAT-LOW
FP-0038,2026-06-11T10:14:25.000Z,39.7,24.8,78.5,-37.588247,145.21009,
FP-0039,2026-06-11T10:14:25.000Z,47.4,22.73,71.9,-37.233313,145.124817,
FP-0040,2026-06-11T10:14:25.000Z,0.0,29.91,39.6,-37.759045,144.892693,
FP-0041,2026-06-11T10:14:25.000Z,54.5,30.08,49.9,-37.750187,144.292756,
FP-0042,2026-06-11T10:14:25.000Z,30.9,19.8,52.7,-37.857237,144.574165,
FP-0043,2026-06-11T10:14:25.000Z,0.0,,,-38.045879,145.599074,
FP-0044,2026-06-11T10:14:25.000Z,0.0,18.93,49.1,-37.612579,145.274539,
FP-0045,2026-06-11T10:14:25.000Z,44.1,45.17,236.6,-37.793007,144.920648,
FP-0046,2026-06-11T10:14:25.000Z,70.2,44.51,61.5,-37.644872,145.483357,
FP-0047,2026-06-11T10:14:25.000Z,38.6,45.8,50.5,-38.056843,144.744652,
FP-0048,2026-06-11T10:14:25.000Z,52.7,24.41,62.3,-37.557001,,
FP-0049,2026-06-11T10:14:25.000Z,44.9,48.23,57.5,-37.905999,144.870055,
FP-0001,2026-06-11T10:14:30.000Z,0.0,28.92,71.1,-37.866713,145.244744,
FP-0002,2026-06-11T10:14:30.000Z,0.0,20.58,57.0,-37.654614,144.589878,
FP-0003,2026-06-11T10:14:30.000Z,45.4,23.73,38.9,-38.028733,144.47296,
FP-0004,2026-06-11T10:14:30.000Z,45.7,21.07,81.2,-37.899257,144.503384,
FP-0005,2026-06-11T10:14:30.000Z,41.7,32.65,49.7,-38.201529,144.938878,
FP-0006,2026-06-11T10:14:30.000Z,56.5,38.22,35.7,-37.733815,144.377864,
FP-0007,2026-06-11T10:14:30.000Z,32.4,27.12,58.5,-37.510116,144.606501,
FP-0008,2026-06-11T10:14:30.000Z,7.9,47.66,72.3,-37.976505,145.154368,
